simulation,total_profit,total_losses,net_value,defaults,increases_granted,customer_id,risk_category
18,120.0,0.0,120.0,0,3,20257,Near-Prime
19,80.0,0.0,80.0,0,2,20257,Near-Prime
20,80.0,0.0,80.0,0,2,20257,Near-Prime
21,80.0,0.0,80.0,0,2,20257,Near-Prime
22,80.0,0.0,80.0,0,2,20257,Near-Prime
23,120.0,0.0,120.0,0,3,20257,Near-Prime
24,40.0,0.0,40.0,0,1,20257,Near-Prime
25,80.0,0.0,80.0,0,2,20257,Near-Prime
26,80.0,0.0,80.0,0,2,20257,Near-Prime
27,120.0,0.0,120.0,0,3,20257,Near-Prime
28,80.0,289.5,-209.5,1,3,20257,Near-Prime
29,80.0,0.0,80.0,0,2,20257,Near-Prime
30,40.0,0.0,40.0,0,1,20257,Near-Prime
31,40.0,0.0,40.0,0,1,20257,Near-Prime
32,120.0,0.0,120.0,0,3,20257,Near-Prime
33,120.0,0.0,120.0,0,3,20257,Near-Prime
34,80.0,0.0,80.0,0,2,20257,Near-Prime
35,80.0,0.0,80.0,0,2,20257,Near-Prime
36,120.0,0.0,120.0,0,3,20257,Near-Prime
37,160.0,0.0,160.0,0,4,20257,Near-Prime
38,80.0,0.0,80.0,0,2,20257,Near-Prime
39,120.0,0.0,120.0,0,3,20257,Near-Prime
40,120.0,0.0,120.0,0,3,20257,Near-Prime
41,80.0,289.5,-209.5,1,3,20257,Near-Prime
42,120.0,0.0,120.0,0,3,20257,Near-Prime
43,80.0,0.0,80.0,0,2,20257,Near-Prime
44,120.0,289.5,-169.5,1,4,20257,Near-Prime
45,40.0,0.0,40.0,0,1,20257,Near-Prime
46,120.0,0.0,120.0,0,3,20257,Near-Prime
47,40.0,0.0,40.0,0,1,20257,Near-Prime
48,120.0,0.0,120.0,0,3,20257,Near-Prime
49,40.0,0.0,40.0,0,1,20257,Near-Prime
50,40.0,0.0,40.0,0,1,20257,Near-Prime
51,80.0,0.0,80.0,0,2,20257,Near-Prime
52,80.0,0.0,80.0,0,2,20257,Near-Prime
53,80.0,0.0,80.0,0,2,20257,Near-Prime
54,120.0,0.0,120.0,0,3,20257,Near-Prime
55,120.0,0.0,120.0,0,3,20257,Near-Prime
56,120.0,0.0,120.0,0,3,20257,Near-Prime
57,80.0,0.0,80.0,0,2,20257,Near-Prime
58,160.0,0.0,160.0,0,4,20257,Near-Prime
59,120.0,0.0,120.0,0,3,20257,Near-Prime
60,80.0,0.0,80.0,0,2,20257,Near-Prime
61,120.0,0.0,120.0,0,3,20257,Near-Prime
62,40.0,0.0,40.0,0,1,20257,Near-Prime
63,160.0,0.0,160.0,0,4,20257,Near-Prime
64,120.0,0.0,120.0,0,3,20257,Near-Prime
65,120.0,0.0,120.0,0,3,20257,Near-Prime
66,80.0,0.0,80.0,0,2,20257,Near-Prime
67,80.0,0.0,80.0,0,2,20257,Near-Prime
68,80.0,0.0,80.0,0,2,20257,Near-Prime
69,120.0,0.0,120.0,0,3,20257,Near-Prime
70,40.0,0.0,40.0,0,1,20257,Near-Prime
71,160.0,0.0,160.0,0,4,20257,Near-Prime
72,80.0,0.0,80.0,0,2,20257,Near-Prime
73,80.0,0.0,80.0,0,2,20257,Near-Prime
74,80.0,0.0,80.0,0,2,20257,Near-Prime
75,120.0,0.0,120.0,0,3,20257,Near-Prime
76,80.0,0.0,80.0,0,2,20257,Near-Prime
77,120.0,0.0,120.0,0,3,20257,Near-Prime
78,120.0,0.0,120.0,0,3,20257,Near-Prime
79,80.0,0.0,80.0,0,2,20257,Near-Prime
80,120.0,0.0,120.0,0,3,20257,Near-Prime
81,80.0,0.0,80.0,0,2,20257,Near-Prime
82,120.0,0.0,120.0,0,3,20257,Near-Prime
83,160.0,0.0,160.0,0,4,20257,Near-Prime
84,120.0,0.0,120.0,0,3,20257,Near-Prime
85,120.0,0.0,120.0,0,3,20257,Near-Prime
86,80.0,0.0,80.0,0,2,20257,Near-Prime
87,80.0,0.0,80.0,0,2,20257,Near-Prime
88,120.0,0.0,120.0,0,3,20257,Near-Prime
89,80.0,0.0,80.0,0,2,20257,Near-Prime
90,80.0,0.0,80.0,0,2,20257,Near-Prime
91,40.0,0.0,40.0,0,1,20257,Near-Prime
92,40.0,0.0,40.0,0,1,20257,Near-Prime
93,120.0,0.0,120.0,0,3,20257,Near-Prime
94,120.0,0.0,120.0,0,3,20257,Near-Prime
95,120.0,0.0,120.0,0,3,20257,Near-Prime
96,120.0,0.0,120.0,0,3,20257,Near-Prime
97,40.0,0.0,40.0,0,1,20257,Near-Prime
98,120.0,0.0,120.0,0,3,20257,Near-Prime
99,120.0,0.0,120.0,0,3,20257,Near-Prime
0,40.0,0.0,40.0,0,1,20571,Sub-Prime
1,80.0,0.0,80.0,0,2,20571,Sub-Prime
2,160.0,0.0,160.0,0,4,20571,Sub-Prime
3,80.0,0.0,80.0,0,2,20571,Sub-Prime
4,80.0,1201.0,-1121.0,1,3,20571,Sub-Prime
5,80.0,0.0,80.0,0,2,20571,Sub-Prime
6,120.0,0.0,120.0,0,3,20571,Sub-Prime
7,40.0,0.0,40.0,0,1,20571,Sub-Prime
8,80.0,0.0,80.0,0,2,20571,Sub-Prime
9,120.0,0.0,120.0,0,3,20571,Sub-Prime
10,80.0,0.0,80.0,0,2,20571,Sub-Prime
11,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
12,40.0,0.0,40.0,0,1,20571,Sub-Prime
13,120.0,0.0,120.0,0,3,20571,Sub-Prime
14,80.0,0.0,80.0,0,2,20571,Sub-Prime
15,120.0,0.0,120.0,0,3,20571,Sub-Prime
16,120.0,0.0,120.0,0,3,20571,Sub-Prime
17,80.0,0.0,80.0,0,2,20571,Sub-Prime
18,120.0,0.0,120.0,0,3,20571,Sub-Prime
19,80.0,0.0,80.0,0,2,20571,Sub-Prime
20,120.0,0.0,120.0,0,3,20571,Sub-Prime
21,120.0,1201.0,-1081.0,1,4,20571,Sub-Prime
22,0.0,0.0,0.0,0,0,20571,Sub-Prime
23,120.0,0.0,120.0,0,3,20571,Sub-Prime
24,40.0,0.0,40.0,0,1,20571,Sub-Prime
25,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
26,80.0,1201.0,-1121.0,1,3,20571,Sub-Prime
27,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
28,80.0,0.0,80.0,0,2,20571,Sub-Prime
29,40.0,0.0,40.0,0,1,20571,Sub-Prime
30,80.0,0.0,80.0,0,2,20571,Sub-Prime
31,0.0,0.0,0.0,0,0,20571,Sub-Prime
32,80.0,1201.0,-1121.0,1,3,20571,Sub-Prime
33,0.0,0.0,0.0,0,0,20571,Sub-Prime
34,40.0,0.0,40.0,0,1,20571,Sub-Prime
35,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
36,80.0,0.0,80.0,0,2,20571,Sub-Prime
37,0.0,0.0,0.0,0,0,20571,Sub-Prime
38,40.0,0.0,40.0,0,1,20571,Sub-Prime
39,80.0,0.0,80.0,0,2,20571,Sub-Prime
40,80.0,0.0,80.0,0,2,20571,Sub-Prime
41,80.0,0.0,80.0,0,2,20571,Sub-Prime
42,80.0,0.0,80.0,0,2,20571,Sub-Prime
43,80.0,0.0,80.0,0,2,20571,Sub-Prime
44,80.0,0.0,80.0,0,2,20571,Sub-Prime
45,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
46,80.0,0.0,80.0,0,2,20571,Sub-Prime
47,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
48,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
49,80.0,0.0,80.0,0,2,20571,Sub-Prime
50,80.0,0.0,80.0,0,2,20571,Sub-Prime
51,80.0,0.0,80.0,0,2,20571,Sub-Prime
52,160.0,0.0,160.0,0,4,20571,Sub-Prime
53,40.0,0.0,40.0,0,1,20571,Sub-Prime
54,160.0,0.0,160.0,0,4,20571,Sub-Prime
55,160.0,0.0,160.0,0,4,20571,Sub-Prime
56,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
57,40.0,0.0,40.0,0,1,20571,Sub-Prime
58,160.0,0.0,160.0,0,4,20571,Sub-Prime
59,120.0,0.0,120.0,0,3,20571,Sub-Prime
60,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
61,80.0,0.0,80.0,0,2,20571,Sub-Prime
62,40.0,2402.0,-2362.0,2,3,20571,Sub-Prime
63,160.0,0.0,160.0,0,4,20571,Sub-Prime
64,40.0,0.0,40.0,0,1,20571,Sub-Prime
65,120.0,0.0,120.0,0,3,20571,Sub-Prime
66,80.0,1201.0,-1121.0,1,3,20571,Sub-Prime
67,80.0,0.0,80.0,0,2,20571,Sub-Prime
68,120.0,0.0,120.0,0,3,20571,Sub-Prime
69,160.0,0.0,160.0,0,4,20571,Sub-Prime
70,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
71,80.0,0.0,80.0,0,2,20571,Sub-Prime
72,80.0,0.0,80.0,0,2,20571,Sub-Prime
73,80.0,0.0,80.0,0,2,20571,Sub-Prime
74,80.0,0.0,80.0,0,2,20571,Sub-Prime
75,120.0,0.0,120.0,0,3,20571,Sub-Prime
76,40.0,0.0,40.0,0,1,20571,Sub-Prime
77,0.0,0.0,0.0,0,0,20571,Sub-Prime
78,120.0,0.0,120.0,0,3,20571,Sub-Prime
79,80.0,0.0,80.0,0,2,20571,Sub-Prime
80,80.0,0.0,80.0,0,2,20571,Sub-Prime
81,120.0,0.0,120.0,0,3,20571,Sub-Prime
82,120.0,0.0,120.0,0,3,20571,Sub-Prime
83,40.0,0.0,40.0,0,1,20571,Sub-Prime
84,40.0,0.0,40.0,0,1,20571,Sub-Prime
85,80.0,1201.0,-1121.0,1,3,20571,Sub-Prime
86,40.0,0.0,40.0,0,1,20571,Sub-Prime
87,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
88,40.0,0.0,40.0,0,1,20571,Sub-Prime
89,40.0,0.0,40.0,0,1,20571,Sub-Prime
90,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
91,120.0,0.0,120.0,0,3,20571,Sub-Prime
92,40.0,0.0,40.0,0,1,20571,Sub-Prime
93,40.0,1201.0,-1161.0,1,2,20571,Sub-Prime
94,160.0,0.0,160.0,0,4,20571,Sub-Prime
95,40.0,0.0,40.0,0,1,20571,Sub-Prime
96,80.0,0.0,80.0,0,2,20571,Sub-Prime
97,120.0,0.0,120.0,0,3,20571,Sub-Prime
98,80.0,0.0,80.0,0,2,20571,Sub-Prime
99,40.0,0.0,40.0,0,1,20571,Sub-Prime
0,40.0,0.0,40.0,0,1,21214,Near-Prime
1,80.0,0.0,80.0,0,2,21214,Near-Prime
2,120.0,0.0,120.0,0,3,21214,Near-Prime
3,120.0,0.0,120.0,0,3,21214,Near-Prime
4,80.0,0.0,80.0,0,2,21214,Near-Prime
5,80.0,0.0,80.0,0,2,21214,Near-Prime
6,80.0,0.0,80.0,0,2,21214,Near-Prime
7,40.0,0.0,40.0,0,1,21214,Near-Prime
8,80.0,0.0,80.0,0,2,21214,Near-Prime
9,120.0,0.0,120.0,0,3,21214,Near-Prime
10,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
11,80.0,0.0,80.0,0,2,21214,Near-Prime
12,80.0,2362.0,-2282.0,1,3,21214,Near-Prime
13,120.0,0.0,120.0,0,3,21214,Near-Prime
14,80.0,2362.0,-2282.0,1,3,21214,Near-Prime
15,40.0,0.0,40.0,0,1,21214,Near-Prime
16,160.0,0.0,160.0,0,4,21214,Near-Prime
17,120.0,0.0,120.0,0,3,21214,Near-Prime
18,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
19,120.0,0.0,120.0,0,3,21214,Near-Prime
20,40.0,0.0,40.0,0,1,21214,Near-Prime
21,160.0,0.0,160.0,0,4,21214,Near-Prime
22,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
23,80.0,0.0,80.0,0,2,21214,Near-Prime
24,80.0,0.0,80.0,0,2,21214,Near-Prime
25,160.0,0.0,160.0,0,4,21214,Near-Prime
26,120.0,0.0,120.0,0,3,21214,Near-Prime
27,120.0,0.0,120.0,0,3,21214,Near-Prime
28,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
29,80.0,0.0,80.0,0,2,21214,Near-Prime
30,40.0,0.0,40.0,0,1,21214,Near-Prime
31,120.0,0.0,120.0,0,3,21214,Near-Prime
32,80.0,0.0,80.0,0,2,21214,Near-Prime
33,40.0,0.0,40.0,0,1,21214,Near-Prime
34,80.0,0.0,80.0,0,2,21214,Near-Prime
35,120.0,0.0,120.0,0,3,21214,Near-Prime
36,40.0,0.0,40.0,0,1,21214,Near-Prime
37,80.0,0.0,80.0,0,2,21214,Near-Prime
38,120.0,0.0,120.0,0,3,21214,Near-Prime
39,40.0,0.0,40.0,0,1,21214,Near-Prime
40,120.0,0.0,120.0,0,3,21214,Near-Prime
41,80.0,0.0,80.0,0,2,21214,Near-Prime
42,80.0,0.0,80.0,0,2,21214,Near-Prime
43,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
44,120.0,0.0,120.0,0,3,21214,Near-Prime
45,80.0,0.0,80.0,0,2,21214,Near-Prime
46,0.0,0.0,0.0,0,0,21214,Near-Prime
47,0.0,0.0,0.0,0,0,21214,Near-Prime
48,80.0,0.0,80.0,0,2,21214,Near-Prime
49,40.0,0.0,40.0,0,1,21214,Near-Prime
50,80.0,0.0,80.0,0,2,21214,Near-Prime
51,120.0,0.0,120.0,0,3,21214,Near-Prime
52,160.0,0.0,160.0,0,4,21214,Near-Prime
53,80.0,0.0,80.0,0,2,21214,Near-Prime
54,40.0,0.0,40.0,0,1,21214,Near-Prime
55,120.0,0.0,120.0,0,3,21214,Near-Prime
56,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
57,80.0,0.0,80.0,0,2,21214,Near-Prime
58,80.0,0.0,80.0,0,2,21214,Near-Prime
59,0.0,0.0,0.0,0,0,21214,Near-Prime
60,40.0,0.0,40.0,0,1,21214,Near-Prime
61,40.0,0.0,40.0,0,1,21214,Near-Prime
62,40.0,0.0,40.0,0,1,21214,Near-Prime
63,80.0,0.0,80.0,0,2,21214,Near-Prime
64,40.0,0.0,40.0,0,1,21214,Near-Prime
65,80.0,0.0,80.0,0,2,21214,Near-Prime
66,0.0,0.0,0.0,0,0,21214,Near-Prime
67,80.0,0.0,80.0,0,2,21214,Near-Prime
68,120.0,0.0,120.0,0,3,21214,Near-Prime
69,120.0,0.0,120.0,0,3,21214,Near-Prime
70,160.0,0.0,160.0,0,4,21214,Near-Prime
71,120.0,0.0,120.0,0,3,21214,Near-Prime
72,80.0,0.0,80.0,0,2,21214,Near-Prime
73,120.0,0.0,120.0,0,3,21214,Near-Prime
74,80.0,0.0,80.0,0,2,21214,Near-Prime
75,80.0,0.0,80.0,0,2,21214,Near-Prime
76,80.0,0.0,80.0,0,2,21214,Near-Prime
77,120.0,0.0,120.0,0,3,21214,Near-Prime
78,0.0,0.0,0.0,0,0,21214,Near-Prime
79,120.0,0.0,120.0,0,3,21214,Near-Prime
80,80.0,2362.0,-2282.0,1,3,21214,Near-Prime
81,120.0,0.0,120.0,0,3,21214,Near-Prime
82,120.0,0.0,120.0,0,3,21214,Near-Prime
83,80.0,0.0,80.0,0,2,21214,Near-Prime
84,80.0,0.0,80.0,0,2,21214,Near-Prime
85,40.0,0.0,40.0,0,1,21214,Near-Prime
86,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
87,80.0,0.0,80.0,0,2,21214,Near-Prime
88,120.0,2362.0,-2242.0,1,4,21214,Near-Prime
89,40.0,0.0,40.0,0,1,21214,Near-Prime
90,40.0,0.0,40.0,0,1,21214,Near-Prime
91,120.0,0.0,120.0,0,3,21214,Near-Prime
92,80.0,0.0,80.0,0,2,21214,Near-Prime
93,80.0,0.0,80.0,0,2,21214,Near-Prime
94,80.0,0.0,80.0,0,2,21214,Near-Prime
95,40.0,2362.0,-2322.0,1,2,21214,Near-Prime
96,120.0,0.0,120.0,0,3,21214,Near-Prime
97,120.0,0.0,120.0,0,3,21214,Near-Prime
98,80.0,0.0,80.0,0,2,21214,Near-Prime
99,160.0,0.0,160.0,0,4,21214,Near-Prime
0,40.0,0.0,40.0,0,1,11281,Near-Prime
1,40.0,0.0,40.0,0,1,11281,Near-Prime
2,80.0,0.0,80.0,0,2,11281,Near-Prime
3,0.0,0.0,0.0,0,0,11281,Near-Prime
4,80.0,0.0,80.0,0,2,11281,Near-Prime
5,0.0,0.0,0.0,0,0,11281,Near-Prime
6,80.0,0.0,80.0,0,2,11281,Near-Prime
7,80.0,0.0,80.0,0,2,11281,Near-Prime
8,0.0,1557.5,-1557.5,1,1,11281,Near-Prime
9,0.0,0.0,0.0,0,0,11281,Near-Prime
10,80.0,0.0,80.0,0,2,11281,Near-Prime
11,40.0,1557.5,-1517.5,1,2,11281,Near-Prime
12,120.0,0.0,120.0,0,3,11281,Near-Prime
13,40.0,0.0,40.0,0,1,11281,Near-Prime
14,80.0,0.0,80.0,0,2,11281,Near-Prime
15,120.0,0.0,120.0,0,3,11281,Near-Prime
16,120.0,0.0,120.0,0,3,11281,Near-Prime
17,40.0,0.0,40.0,0,1,11281,Near-Prime
18,80.0,0.0,80.0,0,2,11281,Near-Prime
19,160.0,0.0,160.0,0,4,11281,Near-Prime
20,40.0,0.0,40.0,0,1,11281,Near-Prime
21,80.0,1557.5,-1477.5,1,3,11281,Near-Prime
22,80.0,0.0,80.0,0,2,11281,Near-Prime
23,80.0,0.0,80.0,0,2,11281,Near-Prime
24,0.0,0.0,0.0,0,0,11281,Near-Prime
25,40.0,0.0,40.0,0,1,11281,Near-Prime
26,120.0,0.0,120.0,0,3,11281,Near-Prime
27,40.0,0.0,40.0,0,1,11281,Near-Prime
28,80.0,0.0,80.0,0,2,11281,Near-Prime
29,80.0,0.0,80.0,0,2,11281,Near-Prime
30,80.0,0.0,80.0,0,2,11281,Near-Prime
31,80.0,0.0,80.0,0,2,11281,Near-Prime
32,80.0,0.0,80.0,0,2,11281,Near-Prime
33,120.0,0.0,120.0,0,3,11281,Near-Prime
34,120.0,0.0,120.0,0,3,11281,Near-Prime
35,80.0,0.0,80.0,0,2,11281,Near-Prime
36,0.0,0.0,0.0,0,0,11281,Near-Prime
37,40.0,0.0,40.0,0,1,11281,Near-Prime
38,80.0,0.0,80.0,0,2,11281,Near-Prime
39,0.0,0.0,0.0,0,0,11281,Near-Prime
40,120.0,0.0,120.0,0,3,11281,Near-Prime
41,80.0,1557.5,-1477.5,1,3,11281,Near-Prime
42,0.0,1557.5,-1557.5,1,1,11281,Near-Prime
43,80.0,0.0,80.0,0,2,11281,Near-Prime
44,120.0,0.0,120.0,0,3,11281,Near-Prime
45,120.0,0.0,120.0,0,3,11281,Near-Prime
46,40.0,0.0,40.0,0,1,11281,Near-Prime
47,80.0,0.0,80.0,0,2,11281,Near-Prime
48,160.0,0.0,160.0,0,4,11281,Near-Prime
49,120.0,0.0,120.0,0,3,11281,Near-Prime
50,40.0,0.0,40.0,0,1,11281,Near-Prime
51,80.0,0.0,80.0,0,2,11281,Near-Prime
52,80.0,0.0,80.0,0,2,11281,Near-Prime
53,120.0,0.0,120.0,0,3,11281,Near-Prime
54,40.0,3115.0,-3075.0,2,3,11281,Near-Prime
55,80.0,0.0,80.0,0,2,11281,Near-Prime
56,80.0,1557.5,-1477.5,1,3,11281,Near-Prime
57,80.0,0.0,80.0,0,2,11281,Near-Prime
58,40.0,0.0,40.0,0,1,11281,Near-Prime
59,40.0,1557.5,-1517.5,1,2,11281,Near-Prime
60,40.0,1557.5,-1517.5,1,2,11281,Near-Prime
61,0.0,1557.5,-1557.5,1,1,11281,Near-Prime
62,80.0,0.0,80.0,0,2,11281,Near-Prime
63,40.0,0.0,40.0,0,1,11281,Near-Prime
64,80.0,1557.5,-1477.5,1,3,11281,Near-Prime
65,120.0,1557.5,-1437.5,1,4,11281,Near-Prime
66,40.0,1557.5,-1517.5,1,2,11281,Near-Prime
67,40.0,0.0,40.0,0,1,11281,Near-Prime
68,80.0,1557.5,-1477.5,1,3,11281,Near-Prime
69,40.0,0.0,40.0,0,1,11281,Near-Prime
70,80.0,0.0,80.0,0,2,11281,Near-Prime
71,120.0,0.0,120.0,0,3,11281,Near-Prime
72,120.0,0.0,120.0,0,3,11281,Near-Prime
73,0.0,1557.5,-1557.5,1,1,11281,Near-Prime
74,80.0,1557.5,-1477.5,1,3,11281,Near-Prime
75,0.0,0.0,0.0,0,0,11281,Near-Prime
76,40.0,1557.5,-1517.5,1,2,11281,Near-Prime
77,40.0,0.0,40.0,0,1,11281,Near-Prime
78,40.0,1557.5,-1517.5,1,2,11281,Near-Prime
79,40.0,0.0,40.0,0,1,11281,Near-Prime
80,0.0,0.0,0.0,0,0,11281,Near-Prime
81,80.0,0.0,80.0,0,2,11281,Near-Prime
82,40.0,0.0,40.0,0,1,11281,Near-Prime
83,120.0,0.0,120.0,0,3,11281,Near-Prime
84,40.0,0.0,40.0,0,1,11281,Near-Prime
85,40.0,3115.0,-3075.0,2,3,11281,Near-Prime
86,120.0,0.0,120.0,0,3,11281,Near-Prime
87,120.0,0.0,120.0,0,3,11281,Near-Prime
88,160.0,0.0,160.0,0,4,11281,Near-Prime
89,120.0,0.0,120.0,0,3,11281,Near-Prime
90,80.0,0.0,80.0,0,2,11281,Near-Prime
91,40.0,0.0,40.0,0,1,11281,Near-Prime
92,120.0,0.0,120.0,0,3,11281,Near-Prime
93,0.0,1557.5,-1557.5,1,1,11281,Near-Prime
94,80.0,0.0,80.0,0,2,11281,Near-Prime
95,40.0,0.0,40.0,0,1,11281,Near-Prime
96,120.0,0.0,120.0,0,3,11281,Near-Prime
97,40.0,0.0,40.0,0,1,11281,Near-Prime
98,80.0,0.0,80.0,0,2,11281,Near-Prime
99,120.0,0.0,120.0,0,3,11281,Near-Prime
0,80.0,0.0,80.0,0,2,18365,Prime
1,160.0,0.0,160.0,0,4,18365,Prime
2,80.0,0.0,80.0,0,2,18365,Prime
3,120.0,0.0,120.0,0,3,18365,Prime
4,120.0,0.0,120.0,0,3,18365,Prime
5,40.0,0.0,40.0,0,1,18365,Prime
6,160.0,0.0,160.0,0,4,18365,Prime
7,120.0,0.0,120.0,0,3,18365,Prime
8,80.0,0.0,80.0,0,2,18365,Prime
9,80.0,0.0,80.0,0,2,18365,Prime
10,160.0,0.0,160.0,0,4,18365,Prime
11,80.0,0.0,80.0,0,2,18365,Prime
12,80.0,0.0,80.0,0,2,18365,Prime
13,40.0,0.0,40.0,0,1,18365,Prime
14,80.0,0.0,80.0,0,2,18365,Prime
15,80.0,0.0,80.0,0,2,18365,Prime
16,80.0,0.0,80.0,0,2,18365,Prime
17,0.0,0.0,0.0,0,0,18365,Prime
18,160.0,0.0,160.0,0,4,18365,Prime
19,80.0,0.0,80.0,0,2,18365,Prime
20,160.0,0.0,160.0,0,4,18365,Prime
21,80.0,0.0,80.0,0,2,18365,Prime
22,80.0,0.0,80.0,0,2,18365,Prime
23,80.0,0.0,80.0,0,2,18365,Prime
24,80.0,0.0,80.0,0,2,18365,Prime
25,160.0,0.0,160.0,0,4,18365,Prime
26,80.0,0.0,80.0,0,2,18365,Prime
27,120.0,0.0,120.0,0,3,18365,Prime
28,80.0,0.0,80.0,0,2,18365,Prime
29,120.0,0.0,120.0,0,3,18365,Prime
30,80.0,0.0,80.0,0,2,18365,Prime
31,120.0,378.5,-258.5,1,4,18365,Prime
32,80.0,0.0,80.0,0,2,18365,Prime
33,80.0,0.0,80.0,0,2,18365,Prime
34,80.0,0.0,80.0,0,2,18365,Prime
35,160.0,0.0,160.0,0,4,18365,Prime
36,80.0,0.0,80.0,0,2,18365,Prime
37,0.0,0.0,0.0,0,0,18365,Prime
38,80.0,0.0,80.0,0,2,18365,Prime
39,160.0,0.0,160.0,0,4,18365,Prime
40,120.0,0.0,120.0,0,3,18365,Prime
41,40.0,0.0,40.0,0,1,18365,Prime
42,160.0,0.0,160.0,0,4,18365,Prime
43,80.0,0.0,80.0,0,2,18365,Prime
44,80.0,0.0,80.0,0,2,18365,Prime
45,120.0,0.0,120.0,0,3,18365,Prime
46,80.0,0.0,80.0,0,2,18365,Prime
47,80.0,0.0,80.0,0,2,18365,Prime
48,80.0,0.0,80.0,0,2,18365,Prime
49,120.0,0.0,120.0,0,3,18365,Prime
50,160.0,0.0,160.0,0,4,18365,Prime
51,160.0,0.0,160.0,0,4,18365,Prime
52,80.0,0.0,80.0,0,2,18365,Prime
53,120.0,0.0,120.0,0,3,18365,Prime
54,120.0,0.0,120.0,0,3,18365,Prime
55,120.0,0.0,120.0,0,3,18365,Prime
56,0.0,0.0,0.0,0,0,18365,Prime
57,80.0,0.0,80.0,0,2,18365,Prime
58,120.0,0.0,120.0,0,3,18365,Prime
59,120.0,0.0,120.0,0,3,18365,Prime
60,80.0,0.0,80.0,0,2,18365,Prime
61,120.0,0.0,120.0,0,3,18365,Prime
62,80.0,0.0,80.0,0,2,18365,Prime
63,120.0,0.0,120.0,0,3,18365,Prime
64,120.0,0.0,120.0,0,3,18365,Prime
65,40.0,0.0,40.0,0,1,18365,Prime
66,160.0,0.0,160.0,0,4,18365,Prime
67,40.0,0.0,40.0,0,1,18365,Prime
68,120.0,0.0,120.0,0,3,18365,Prime
69,120.0,0.0,120.0,0,3,18365,Prime
70,80.0,0.0,80.0,0,2,18365,Prime
71,120.0,0.0,120.0,0,3,18365,Prime
72,120.0,0.0,120.0,0,3,18365,Prime
73,120.0,0.0,120.0,0,3,18365,Prime
74,120.0,0.0,120.0,0,3,18365,Prime
75,160.0,0.0,160.0,0,4,18365,Prime
76,80.0,0.0,80.0,0,2,18365,Prime
77,120.0,0.0,120.0,0,3,18365,Prime
78,80.0,0.0,80.0,0,2,18365,Prime
79,120.0,0.0,120.0,0,3,18365,Prime
80,80.0,0.0,80.0,0,2,18365,Prime
81,80.0,0.0,80.0,0,2,18365,Prime
82,80.0,0.0,80.0,0,2,18365,Prime
83,120.0,0.0,120.0,0,3,18365,Prime
84,120.0,0.0,120.0,0,3,18365,Prime
85,0.0,0.0,0.0,0,0,18365,Prime
86,40.0,0.0,40.0,0,1,18365,Prime
87,40.0,0.0,40.0,0,1,18365,Prime
88,120.0,0.0,120.0,0,3,18365,Prime
89,0.0,0.0,0.0,0,0,18365,Prime
90,40.0,0.0,40.0,0,1,18365,Prime
91,80.0,0.0,80.0,0,2,18365,Prime
92,120.0,0.0,120.0,0,3,18365,Prime
93,40.0,0.0,40.0,0,1,18365,Prime
94,120.0,0.0,120.0,0,3,18365,Prime
95,80.0,0.0,80.0,0,2,18365,Prime
96,120.0,0.0,120.0,0,3,18365,Prime
97,120.0,0.0,120.0,0,3,18365,Prime
98,40.0,0.0,40.0,0,1,18365,Prime
99,120.0,0.0,120.0,0,3,18365,Prime
0,120.0,0.0,120.0,0,3,1398,Prime
1,40.0,0.0,40.0,0,1,1398,Prime
2,80.0,0.0,80.0,0,2,1398,Prime
3,120.0,0.0,120.0,0,3,1398,Prime
4,80.0,0.0,80.0,0,2,1398,Prime
5,120.0,0.0,120.0,0,3,1398,Prime
6,160.0,0.0,160.0,0,4,1398,Prime
7,40.0,0.0,40.0,0,1,1398,Prime
8,120.0,0.0,120.0,0,3,1398,Prime
9,160.0,0.0,160.0,0,4,1398,Prime
10,80.0,0.0,80.0,0,2,1398,Prime
11,40.0,0.0,40.0,0,1,1398,Prime
12,40.0,0.0,40.0,0,1,1398,Prime
13,0.0,0.0,0.0,0,0,1398,Prime
14,120.0,0.0,120.0,0,3,1398,Prime
15,80.0,1291.0,-1211.0,1,3,1398,Prime
16,120.0,0.0,120.0,0,3,1398,Prime
17,40.0,0.0,40.0,0,1,1398,Prime
18,80.0,0.0,80.0,0,2,1398,Prime
19,120.0,0.0,120.0,0,3,1398,Prime
